"Date","Time","Open","High","Low","Close"
03/24/2003,09:31,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:32,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:33,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:34,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:35,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:36,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:37,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:38,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:39,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:40,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:41,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:42,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:43,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:44,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:45,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:46,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:47,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:48,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:49,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:50,871.0000,871.0000,871.0000,871.0000
03/24/2003,09:51,876.7500,876.7500,876.7500,876.7500
03/24/2003,09:52,876.7500,876.7500,876.7500,876.7500
03/24/2003,09:53,876.7500,876.7500,876.7500,876.7500
03/24/2003,09:54,876.7500,876.7500,876.7500,876.7500
03/24/2003,09:55,876.7500,876.7500,876.7500,876.7500
03/24/2003,09:56,876.7500,876.7500,876.7500,876.7500
03/24/2003,09:57,876.7500,876.7500,876.7500,876.7500
03/24/2003,09:58,876.7500,876.7500,876.7500,876.7500
03/24/2003,09:59,876.7500,876.7500,876.7500,876.7500
03/24/2003,10:00,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:01,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:02,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:03,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:04,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:05,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:06,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:07,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:08,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:09,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:10,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:11,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:12,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:13,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:14,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:15,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:16,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:17,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:18,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:19,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:20,873.0000,873.0000,873.0000,873.0000
03/24/2003,10:21,870.0000,870.0000,870.0000,870.0000
03/24/2003,10:22,869.2500,869.2500,869.0000,869.0000
03/24/2003,10:23,869.2500,869.2500,869.2500,869.2500
03/24/2003,10:24,870.0000,870.0000,870.0000,870.0000
03/24/2003,10:25,870.2500,870.2500,870.2500,870.2500
03/24/2003,10:26,870.2500,870.2500,870.2500,870.2500
03/24/2003,10:27,869.5000,869.5000,869.5000,869.5000
03/24/2003,10:28,869.5000,869.5000,869.5000,869.5000
03/24/2003,10:29,869.5000,869.5000,869.5000,869.5000
03/24/2003,10:30,869.5000,869.5000,869.5000,869.5000
